,nro_conabip,mail
1603,2233,asocvecvilladelparque@hotmail.com
1604,2558,asociacionalvear@yahoo.com.ar
1605,3982,No posee mail
1606,19,popular12deoctubre@hotmail.com
1607,2257,bibliotecatejeda@hotmail.com
1608,2776,biblioteca_lac@hotmail.com
1609,3707,bpra3707@gmail.com
1610,4245,bibpopmsaleme@yahoo.com.ar
1611,1659,bibliotecapopularlabicicleta@gmail.com
1612,539,No posee mail
1613,2021,bpjovita@jovitacoop.com.ar
1614,543,No posee mail
1615,2162,No posee mail
1616,2406,biblioteca.marianomoreno@villamaria.gob.ar
1617,3595,bibliopopcarnerillo@yahoo.com.ar
1618,3915,No posee mail
1619,2858,No posee mail
1620,3139,No posee mail
1621,3592,bibliotecapopularlidiacesanelli@yahoo.com.ar
1622,4016,bibliotecajhernandez@tutopia.com
1623,3867,No posee mail
1624,3055,No posee mail
1625,2978,No posee mail
1626,3629,blugones@gmail.com
1627,4238,No posee mail
1628,3015,bibliotecasscc@hotmail.com
1629,3597,No posee mail
1630,3702,No posee mail
1631,2006,No posee mail
1632,3990,adriflores71@hotmail.com
1633,4343,No posee mail
1634,581,bisarlasvarillas@gmail.com
1635,2360,clubalmafuertelv970@gmail.com
1636,560,bibliotecapopularycc@gmail.com
1637,3748,No posee mail
1638,1647,labpdealtagracia@gmail.com
1639,3763,pizzurno10@hotmail.com
1640,4019,bibliotecahg@gmail.com
1641,2936,bibliotecatancacha@hotmail.com
1642,528,bprjcarcano@yahoo.com.ar
1643,3258,No posee mail
1644,3826,No posee mail
1645,4307,bibliotecaescritorescorrentinos@hotmail.com
1646,517,acyacbpr@gmail.com
1647,4264,No posee mail
1648,2595,bp2595@gmail.com
1649,506,biblio506@hotmail.com
1650,2171,bibliotecalainez@hotmail.com
1651,511,bsarmiento@arnet.com.ar
1652,387,biburquiza@yahoo.com.ar
1653,3589,biblioteca3589@hotmail.com
1654,4189,No posee mail
1655,324,gerebasso@yahoo.com.ar
1656,4378,bibliotecaestacionpuiggari@gmail.com
1657,382,bibliofederal@hotmail.com
1658,342,bibpopmastronardi@yahoo.com.ar
1659,1201,No posee mail
1660,375,No posee mail
1661,3441,No posee mail
1662,354,No posee mail
1663,4043,biblioteca.avellaneda@gmail.com
1664,4350,No posee mail
1665,355,ComisionDirectiva@bibliotecaparana.org.ar
1666,383,bpmitre0383@gmail.com
1667,3433,bpmargaritadiez@hotmail.com
1668,3776,No posee mail
1669,3269,No posee mail
1670,2974,biblisanmartin@hotmail.com
1671,3387,No posee mail
1672,3391,bibliotecapopularjorgecalvetti@hotmail.com 
1673,766,bibpojuj@imagine.com.ar
1674,3657,bibliotecaepam3@yahoo.com.ar
1675,763,bibliotecadomingotperez@gmail.com
1676,3627,No posee mail
1677,3185,No posee mail
1678,913,No posee mail
1679,4172,No posee mail
1680,3263,No posee mail
1681,3503,No posee mail
1682,2699,No posee mail
1683,1990,bibliorolon@gmail.com
1684,4300,bpjoaquinanchorena@gmail.com
1685,4270,bibliomiguelgomez@gmail.com
1686,4287,No posee mail
1687,2679,bprenovacion@gmail.com
1688,1499,bibliovertiz@yahoo.com.ar
1689,3250,biblioalp@yahoo.com.ar
1690,2259,guatrachebpalmafuerte@gmail.com
1691,3416,bibliojosebarbero@gmail.com
1692,883,biblioteca_adelvalle@hotmail.com
1693,3618,No posee mail
1694,1555,almafuerte_1555@yahoo.com.ar
1695,3186,bibliotecalamaruja@hotmail.com
1696,3480,bibliotecajorgepicca@yahoo.com.ar
1697,1766,bibrancul452@hotmail.com
1698,3565,vanpraetbiblioteca@yahoo.com.ar
1699,916,margaretsos@hotmail.com
1700,811,No posee mail
1701,1556,biblioarata@yahoo.com.ar
1702,2373,bibpopataliva@yahoo.com.ar
1703,2387,biblioteca_sv@yahoo.com.ar
1704,901,biflora.me@hotmail.com
1705,4370,No posee mail
1706,1775,No posee mail
1707,3962,No posee mail
1708,2293,No posee mail
1709,1364,bibliotecadeoeste@hotmail.com 
1710,4382,No posee mail
1711,3264,No posee mail
1712,3550,No posee mail
1713,3057,bip3057@gmail.com
1714,3947,No posee mail
1715,4310,bplibrosabiertosmza@gmail.com
1716,3498,No posee mail
1717,3725,bibliochacras@yahoo.com.ar
1718,3233,bpmmorenochilecito@yahoo.com.ar
1719,3423,No posee mail
1720,1576,bibpop1576@yahoo.com.ar
1721,3212,bpderly@yahoo.com.ar
1722,3306,No posee mail
1723,4144,bibloaltoverde@yahoo.com.ar
1724,3662,bibliotecapopularesteves@gmail.com
1725,4394,bibliotecapopularelurunday@gmail.com
1726,3421,bibliotecapopularchepoya@gmail.com
1727,3312,No posee mail
1728,3405,No posee mail
1729,2561,bibpopsarmiento@yahoo.com.ar
1730,3935,popularsabato@gmail.com
1731,803,No posee mail
1732,3825,No posee mail
1733,3788,No posee mail
1734,3756,bibliotecachanar@yahoo.com.ar
1735,3091,No posee mail
1736,3175,No posee mail
1737,3295,No posee mail
1738,3642,No posee mail
1739,1342,bibliotecajbalberdi@gmail.com
1740,3104,suyaimapu@yahoo.com.ar
1741,3130,dario.millain@gmail.com
1742,3137,biblioeliel@gmail.com
1743,3145,bibliotecaedelman@yahoo.com.ar
1744,3332,No posee mail
1745,3381,biblioteca_irmac@yahoo.com.ar
1746,4113,bgsmartin@hotmail.com
1747,4162,Biblioteca.popular.huilliches@gmail.com
1748,4237,bibliotecapopularsalomon@hotmail.com
1749,3090,No posee mail
1750,3087,No posee mail
1751,3581,No posee mail
1752,2142,bibliotecaphuecu@hotmail.com
1753,3807,No posee mail
1754,1701,bibliotecasarmiento@elbolson.com
1755,4023,aliciainchauspe@bariloche.com.ar
1756,3151,No posee mail
1757,2603,biblio5saltos@hotmail.com
1758,3361,No posee mail
1759,4153,bibliorivera@yahoo.com.ar
1760,4261,bibliotecapopjuliocortazar@hotmail.com
1761,2891,BPRICARDOROJAS@HOTMAIL.COM
1762,3599,No posee mail
1763,3941,bibliotecapilcaniyeu@yahoo.com.ar
1764,3083,bibliotecaceferino@yahoo.com.ar
1765,3121,No posee mail
1766,3372,No posee mail
1767,3940,No posee mail
1768,4112,No posee mail
1769,3474,bpmacachaguemes-3474@hotmail.com
1770,3808,bibliotecafcosolano@hotmail.es
1771,3942,No posee mail
1772,4168,No posee mail
1773,4317,bibliotecamariemadeleine@gmail.com
1774,4342,biblioteca.rosaparks@hotmail.com
1775,4375,No posee mail
1776,4035,bipmirabal@hotmail.com
1777,3519,No posee mail
1778,3065,No posee mail
1779,2242,bp_camilorojo@yahoo.com.ar
1780,3213,asic_americas@yahoo.com.ar
1781,713,No posee mail
1782,4390,No posee mail
1783,11,No posee mail
1784,702,No posee mail
1785,4064,No posee mail
1786,4327,No posee mail
1787,3223,No posee mail
1788,3490,bibliotecapabloramellasj@hotmail.com
1789,4058,No posee mail
1790,4284,No posee mail
1791,3112,bibjulioeliasbriggiler@yahoo.com.ar
1792,3988,No posee mail
1793,596,No posee mail
1794,603,mario_saulsosa@hotmail.com
1795,3273,bibliotecapopularcaminito@hotmail.com
1796,3425,No posee mail
1797,3357,No posee mail
1798,3444,marthaag_05@hotmail.com
1799,3412,No posee mail
1800,1827,evelynbcrr9@gmail.com
1801,3188,aguero_cnbp_vm3188@yahoo.com.ar
1802,3284,micaelabeatriz@hotmail.com
1803,3430,bibliojuanpascualpringles2012@hotmail.com
1804,3323,bibliodelmirador@yahoo.com.ar
1805,3367,No posee mail
1806,3142,No posee mail
1807,3524,No posee mail
1808,3556,No posee mail
1809,4227,No posee mail
1810,4361,No posee mail
1811,3163,bibliobouquet@hotmail.com
1812,1599,bpmitrearequito@gmail.com
1813,1035,No posee mail
1814,4365,bp_arcoiris_bi@yahoo.com.ar
1815,2722,No posee mail
1816,1408,bpmoreno1408@yahoo.com.ar
1817,4337,bibliotecareinaudi@hotmail.com
1818,2997,bpmj@coopmj.com.ar
1819,2254,biblioteca_jmestrada@hotmail.com
1820,4291,bibliombrasca@hotmail.com
1821,859,bibliotecabombal@bombal.net.ar
1822,475,No posee mail
1823,1399,No posee mail
1824,479,bibliotecapeylsp@yahoo.com.ar
1825,467,bpmanuelbelgrano@hotmail.com
1826,468,mariaperrissol@gmail.com
1827,1724,No posee mail
1828,2472,bibliomm@hotmail.com
1829,488,bibliopopular488@hotmail.com
1830,1175,bibliopoprmunijoseingenieros@gmail.com
1831,1472,bibliosancti@coopsancti.com.ar
1832,491,No posee mail
1833,1582,aliciamargalida2002@yahoo.com.ar
1834,2642,bibliopopularmmavellaneda@hotmail.com
1835,4167,bibjuliomigno@hotmail.com
1836,3741,No posee mail
1837,2178,biblioteca_carrizales@hotmail.com
1838,3936,bibpcorrea@hotmail.com
1839,2384,No posee mail
1840,487,biblioteca_moreno@yahoo.com.ar
1841,2123,bibliobrown@hotmail.com
1842,4301,bibliotecapopularosvaldobayer@yahoo.com.ar
1843,4308,juglaressinfrontera@gmail.com
1844,2885,jbalberdi@educ.ar
1845,945,bibliohumboldt@arnet.com.ar
1846,2207,biblioteca.jbalberdi@hotmail.com
1847,4381,josehernandezbibliotecapopular@gmail.com
1848,4379,bibpop.angelaperaltapino@hotmail.com
1849,4234,comunasape@yahoo.com.ar
1850,462,bibliogkellerscs@hotmail.com
1851,416,No posee mail
1852,4147,No posee mail
1853,483,bibpopee@yahoo.com.ar
1854,1259,No posee mail
1855,1989,No posee mail
1856,2004,bibliotecaalberdi@hotmail.com
1857,2449,biblarg@rosario.gov.ar
1858,2690,bpccvigil@gmail.com
1859,3006,bpmorenorosario@hotmail.com.ar
1860,3971,No posee mail
1861,4321,No posee mail
1862,2187,bibpopalberdi@yahoo.com.ar
1863,460,bibliotecapop_sancristobal@hotmail.com
1864,2655,No posee mail
1865,925,bibliotecagcrespo@hotmail.com.ar
1866,1135,No posee mail
1867,991,biblioteca@sanjustosf.com.ar
1868,3977,normagcarena@hotmail.com
1869,4353,videlac.cultural@gmail.com
1870,3635,No posee mail
1871,429,No posee mail
1872,985,bmitre24@yahoo.com.ar
1873,3365,bibliopiccolo@eltrebol.gov.ar
1874,1970,bpsm1970@gmail.com
1875,876,bipsm@sme.com.ar
1876,4011,No posee mail
1877,4233,No posee mail
1878,3379,biblioteca@cosemar.com.ar
1879,624,No posee mail
1880,4091,No posee mail
1881,2252,bpbelgrano2252_bandera@hotmail.com
1882,3115,No posee mail
1883,1007,No posee mail
1884,3489,No posee mail
1885,3533,No posee mail
1886,4190,No posee mail
1887,3562,No posee mail
1888,612,pedrourquizanqn@hotmail.com
1889,4253,bpmarianomorenoph@gmail.com
1890,3694,No posee mail
1891,2854,No posee mail
1892,1497,juanaro66@hotmail.com
1893,3239,bibliotecaij@hotmail.com
1894,3252,No posee mail
1895,4386,patriagrandebp@gmail.com
1896,1851,No posee mail
1897,4333,bpob.osvaldobayer@gmail.com
1898,3989,No posee mail
1899,908,No posee mail
1900,2418,bibliotecaluisabuffodeferro@yahoo.com.ar
1901,3159,No posee mail
