,Cueanexo,id_depto,Nombre
23765,500037200,50119,MAESTRA MARTA HINOJOSA
23766,500063804,50021,MIGUEL LILLO
23767,500067800,50014,GAUCHOS DE GUEMES
23768,500113204,50098,BLAS PARERA
23769,500132701,50105,CACICA MARIA JOSEFA ROCO
23770,500204100,50028,CLAVE DE SOL
23771,500230600,50049,CIERRE SIETE COLORES (ESC.1-129)
23772,500244802,50028,JARDIN DE INFANTES NUCLEADO Nº 0-146 (1-686)
23773,509000300,50007,COLEGIO UNIVERSITARIO CENTRAL GRAL.J.DE SAN MARTIN
23774,540052600,54028,ESC. Nº 528: RAMON GARCIA
23775,540057800,54056,E.F.A. ESPIRITU SANTO
23776,540073300,54063,ESC. Nº 393
23777,540084803,54105,Aula Sat. Nº 03: ESC. ADULTOS Nº 25
23778,540097100,54042,ESC. Nº 283
23779,540135600,54091,E.F.A. CRISTO REY
23780,540168203,54056,NENI Nº 2048 (Ext. ESC. Nº 380)
23781,540173306,54091,NENI Nº 2061 (Ext. Esc. Nº 371)
23782,540183603,54049,U.G.L. Nº 02 (Ext. Esc. Nº 710)
23783,540201602,54014,NENI Nº 2098 (Ext. ESC. Nº 450)
23784,580021900,58035,ESCUELA PRIMARIA 305
23785,580103600,58035,ESCUELA PROVINCIAL DE ENSEÑANZA TÉCNICA 18
23786,580110400,58035,INSTITUTO SI JOLIE DE EDUCACIÓN SUPERIOR Y FORMACIÓN PROFESIONAL
23787,580119000,58035,COLEGIO I.F.E.S. NIVEL INICIAL Y PRIMARIO
23788,620008300,62021,COLEGIO FRANCISCO PASCASIO MORENO
23789,620015700,62021,INSTITUTO SUPERIOR PATAGONICO
23790,620028300,62007,ESCUELA DE EDUCACION ESPECIAL NRO. 7 DR.JORGE A.HUMBLE
23791,620033000,62042,ESCUELA PRIMARIA NRO. 95 LORENZO VINTTER
23792,620037200,62042,CENTRO DE EDUCACION MEDIA NRO.86
23793,620084600,62077,CENTRO DE EDUCACION MEDIA NRO.112
23794,620095306,62049,ESRN RURAL ANEXO 06
23795,660003400,66028,COLEGIO SANTA MARIA EX N° 79 BIS
23796,660003500,66028,INSTITUTO JEAN PIAGET EX N° 43 BIS
23797,660037600,66028,INSTITUTO LA INMACULADA EX N° 33
23798,660097800,66112,JUAN VUCETICH EX N° 886
23799,660102700,66070,ESCUELA DE EDUCACION TECNICA Nº 3125 EX N° 5125
23800,700010100,70028,ESCUELA DE NIVEL INICIAL ENI N°3 JULIETA SARMIENTO
23801,700016700,70056,BUENAVENTURA LUNA
23802,700017300,70084,ESCUELA DE NIVEL INICIAL ENI N°8
23803,700055500,70028,PROVINCIAL DE CAPITAL
23804,700058100,70028,COLEGIO NUESTRA SEÑORA DE LUJÁN
23805,700105505,70021,JINZ N°25 CALINGASTA ALBERGUE TENIENTE CORONEL ALVAREZ CONDARCO
23806,740002800,74028,ESC.N°186-GRANADERO JUAN MIGUEL ALCARAZ
23807,740020500,74021,ESC. N° 122 ALBERTO WILLIAMS
23808,740050001,74035,ESC. N° 35 GRANADERO BASILIO BUSTOS
23809,740057900,74014,CENTRO EDUCATIVO N° 7 GEÓLOGO ROMÁN GUIÑAZÚ
23810,780012900,78007,INSTITUTO MARÍA AUXILIADORA (PSC) (INI-PRI)
23811,820033300,82112,E.E. TÉCNICO PROFESIONAL NRO 336 MARIO CESAR VIDELA
23812,820043400,82049,ESCUELA NRO 507 TENIENTE JOSE M. VILLANUEVA
23813,820056500,82091,ESCUELA NRO 6043 CONSTANCIO C. VIGIL
23814,820077400,82063,ESCUELA PART. INC. NRO 1411 NUESTRA SEÑORA DE COVADONGA
23815,820187205,82084,CE.C.LA. NRO 88
23816,820207900,82014,E.E. TÉCNICO PROFESIONAL Y SECUNDARIA ORIENTADA NRO 283
23817,820217005,82049,EXTENSION AULICA E.E.M.P.A. NRO 1020
23818,820253200,82084,ESCUELA NRO 518 FRAY MAMERTO ESQUIU
23819,820260300,82084,JARDIN DE INFANTES NRO 64 DANIEL OSVALDO ESTUREL
23820,820273500,82070,E.E.S.O. Y FORMACIÓN PROFESIONAL PART. INC. NRO 8093 SAN JOSÉ
23821,820280300,82042,JARDIN DE INFANTES NUCLEADO NRO 69 SIMON BOLIVAR
23822,820280500,82042,ESCUELA ESPECIAL NRO 2070 Paulo Freire
23823,820302700,82084,ESCUELA PRIMARIA NOCTURNA NRO 61 CARLOS MARIA GATTI
23824,820351500,82056,TALLER DE EDUCACION MANUAL NRO 50 DOMINGO FAUSTINO SARMIENT
23825,820393015,82084,CENTRO DE ALFABETIZACION NRO 141
23826,820418800,82063,JARDIN DE INFANTES PART. INC. NRO 1470 ANTONIA MARIA VERNA
23827,820450900,82049,E.E.S. ORIENTADA NRO 583
23828,860019600,86161,JARDIN MUNICIPAL Nº1 PINOCHO
23829,860056400,86056,ESCUELA N° 580
23830,860066404,86161,AGRUPAMIENTO Nº 86140 ESC Nº 1071
23831,860078100,86126,ESCUELA N° 385
23832,860132400,86147,COLEGIO SECUNDARIO 27 DE ABRIL COLONIA TINCO
23833,860154600,86035,ESCUELA N° 1076
23834,860174800,86049,ESCUELA DE APICULTURA F. SMITH
23835,860193200,86119,JARDIN DE INFANTES N° 110
23836,860206501,86070,AGRUPAMIENTO Nº 86112 - ESCUELA Nº 520
23837,860214508,86091,AGRUPAMIENTO Nº 86036 ESC Nº 976 SRTIC
23838,860221100,86028,Jardín de Infantes N° 107
23839,900003200,90084,ESC. BILINGUE ARGENTINA ITALIANA GALILEO GALILEI
23840,900040800,90091,ESC. DR. JULIO LOPEZ MAÑAN
23841,900042600,90084,COL. GUILLERMINA LESTON DE GUZMAN
23842,900072600,90084,COL. SAN CARLOS BORROMEO
23843,900100600,90014,ESC. TECNICA N°1 DE RANCHILLOS
23844,900187500,90021,ESC. MEDIA DE ARCADIA
23845,900189200,90091,ESC. MEDIA DE LA TUNA
23846,900193513,90084,C.E.B.A. N° 1-49
23847,900195900,90084,ESC. SECUNDARIA B° SAN MIGUEL
23848,900204900,90014,ESCUELA DE NIVEL INICIAL REPUBLICA DEL PERU
23849,900224000,90105,JARDIN MATERNO INFANTIL WINNIE THE POOH
23850,900230200,90084,JARDIN MATERNO INFANTIL PASITO A PASO
23851,940001300,94014,ESCUELA MUNICIPAL EXPERIMENTAL LA BAHIA
23852,940010000,94007,JARDIN DE INFANTES Nº 17 - OLAS DE FANTASIA
23853,900081300,90007,ESC. N° 375 - Francisco Molina
23854,60054400,6568,INSTITUTO ADVENIAT
23855,60077500,6231,ESCUELA DE EDUCACIÓN PRIMARIA Nº35 JULIO ARGENTINO ROCA
23856,60077700,6231,JARDÍN DE INFANTES LA SAGRADA FAMILIA
23857,60102201,6749,CENTRO DE ADULTOS Nº711/02
23858,60127000,6854,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 CONSTANCIO C.VIGIL
23859,60141300,6252,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 MARIANO MORENO
23860,60151000,6693,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 DOMINGO FAUSTINO SARMIENTO
23861,60203400,6434,ESCUELA DE EDUCACIÓN PRIMARIA Nº60 ALMAFUERTE
23862,60245400,6532,ESCUELA DE EDUCACIÓN PRIMARIA Nº33 NUESTRA SEÑORA DE LUJAN
23863,60259300,6274,JARDÍN MUNICIPAL Nº14
23864,60289800,6441,ESCUELA I. P. A. C. INST. PLATENSE DE ASIST P/CIEGOS Y DISM.
23865,60359400,6357,INSTITUTO FRAY MAMERTO ESQUIÚ
23866,60359700,6497,JARDÍN DE INFANTES Nº907 MANUEL BELGRANO
23867,60426200,6707,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 ESTEBAN ECHEVERRIA
23868,60430200,6560,JARDÍN DE INFANTES Nº937 LOLA MORA
23869,60431500,6840,JARDÍN MUNICIPAL PEPINO 88
23870,60512600,6434,ESCUELA ESPECIAL PELDAÑOS
23871,60537600,6294,COLEGIO NUESTRA SEÑORA DE ASCENSION
23872,60546200,6434,INSTITUTO CRISTO REY
23873,60548100,6056,ESCUELA DE EDUCACIÓN PRIMARIA Nº56 ISLAS MALVINAS
23874,60552500,6560,ESCUELA ALEMANA MORENO
23875,60557400,6568,INSTITUTO ADVENTISTA MORON
23876,60575600,6760,HOGAR ESCUELA LA INMACULADA
23877,60591900,6357,ESCUELA MUNICIPAL Nº4 JOSÉ COELHO DE MEYRELLES
23878,60593800,6203,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 BARTOLOME MITRE
23879,60599700,6833,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 NUESTRA SEÑORA DEL CARMEN
23880,60603600,6218,JARDÍN DE INFANTES Nº908
23881,60610300,6882,INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº85
23882,60673000,6490,JARDÍN MI MUNDO FELIZ
23883,60677100,6581,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 JUAN BAUTISTA ALBERDI
23884,60682200,6105,COLEGIO CERVANTES
23885,60722200,6252,INSTITUTO JUAN RAMON JIMENEZ
23886,60779000,6035,JARDÍN DE INFANTES MUNICIPAL Nº9 CARLOS GUIDO SPANO
23887,60814100,6371,ESCUELA ESPECIAL Nº502 REPUBLICA ARGENTINA
23888,60816700,6490,ESCUELA ESPECIAL Nº505
23889,60932200,6854,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3
23890,60941600,6515,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 GENERAL MANUEL BELGRANO
23891,60948100,6413,COLEGIO LA SANTA UNION DE LOS SAGRADOS CORAZONES
23892,60948200,6413,CONSERVATORIO PROVINCIAL DE MUSICA
23893,60950600,6042,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 DOMINGO FAUSTINO SARMIENTO
23894,60954800,6595,ESCUELA INCORPORADA MARIANO MORENO
23895,60962104,6560,CENTRO DE ADULTOS Nº719/01
23896,60974100,6371,JARDÍN DE INFANTES Nº917
23897,60974200,6371,JARDÍN DE INFANTES LOS PATITOS JUGUETONES
23898,61096000,6252,JARDÍN DE INFANTES Nº903 MARIQUITA SANCHEZ
23899,61197100,6644,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 CRUCERO GENERAL BELGRANO
23900,61197200,6644,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 CORBETA URUGUAY
23901,61235700,6427,JARDÍN DE INFANTES Nº952
23902,61246900,6260,JARDÍN DE INFANTES Nº915 AIME PAINE
23903,61385500,6126,COLEGIO SAN ROQUE
23904,61433400,6588,JARDÍN DE INFANTES Nº919
23905,61442600,6427,CENTRO DE ALFABETIZACION Nº66
23906,61479900,6434,JARDÍN DE INFANTES APRENDIJUEGOS
23907,61503800,6203,CENTRO DE FORMACION PROFESIONAL Nº401
23908,61506700,6760,CENTRO DE FORMACION LABORAL Nº1
23909,61634800,6455,CENTRO DE EDUCACION FISICA Nº6 ORESTE PROPATO
23910,61651700,6084,CENTRO EDUCATIVO COMPLEMENTARIO Nº1
23911,61654700,6588,CENTRO EDUCATIVO COMPLEMENTARIO Nº2 RAYUELA
23912,61708000,6515,CENTRO DE FORMACION PROFESIONAL Nº404 HEROES DE MALVINAS
23913,61744300,6412,ESCUELA DE EDUCACIÓN SECUNDARIA Nº29
23914,61763600,6252,ESCUELA DE EDUCACIÓN SECUNDARIA Nº29
23915,61848600,6408,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22
23916,61865800,6515,ESCUELA DE EDUCACIÓN SECUNDARIA Nº25
23917,61948000,6441,NUESTRA SEÑORA DE LOURDES
23918,61951200,6035,INSTITUTO SAN JOSÉ
23919,61959700,6581,ESCUELA MODELO ARGENTINA
23920,61980100,6638,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20
23921,62015300,6371,INSTITUTO TECNOLOGICO DE MOTORES
23922,62023700,6490,ESCUELA DE EDUCACIÓN SECUNDARIA N°85
23923,62101700,6007,JARDÍN DE INFANTES RURAL Nº8
23924,62106200,6638,LUCERO NORTE
23925,62129200,6399,JARDÍN DE INFANTES RURAL Nº1
23926,62165700,6280,JARDÍN DE INFANTES RURAL Nº1
23927,62210305,6274,EXTENSIÓN V DEL INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº6012
23928,62233100,6623,JARDÍN DE INFANTES Nº926
23929,62430700,6042,JARDÍN DE INFANTES RURAL DE MATRÍCULA MÍNIMA N°9
23930,100016300,10035,ESCUELA N° 474
23931,100063800,10091,ESCUELA N° 290 GOBERNACION SANTA CRUZ
23932,100068904,10105,JIN N°9 - ANEXO 04 EN ESCUELA PRIMARIA N°13 NICOLAS AVELLANEDA Y TULA
23933,100079401,10042,ESCUELA SECUNDARIA N°72 ANEXO -N°01- EN ESCUELA N°179
23934,100081702,10035,JIN N°31 - ANEXO 02 EN ESCUELA PRIMARIA N°420 AUTOMOVIL CLUB ARGENTINO
23935,100086100,10035,ESCUELA N° 194
23936,140009200,14105,ESCUELA PBRO. JOSE GABRIEL BROCHERO
23937,140065300,14168,J.DE INF. JOSE CARCANO
23938,140165700,14021,J.DE INF. JUANA PAULA MANSO
23939,140222100,14014,I.P.E.M. Nº 176 GRANADERO JOSE MARQUEZ
23940,140236407,14014,C.E.N.M.A. Nº 135 ANEXO SEDE SACRA Bº PARQUE LICEO 2º SECCION
23941,140245700,14014,I.P.E.M. Nº 201 LEOPOLDO MARECHAL
23942,140255400,14028,INST. SUP. SANTO DOMINGO
23943,140255703,14028,I.P.E.M. N° 45 DR. ERNESTO MOLINARI ROMERO ANEXO CRUZ DE CAÑA
23944,140295400,14049,ESCUELA MARGARITA MARTINEZ DE SUAREZ
23945,140309700,14021,INSTITUTO NUESTRA SEÑORA DE LOURDES
23946,140347300,14021,J.DE INF. GENERAL SAN MARTIN
23947,140352401,14063,C.E.N.M.A. LEONES - ANEXO MARCOS JUAREZ
23948,140363900,14035,J.DE INF. HUGO WAST
23949,140370500,14021,ESCUELA JORGE NEWBERY
23950,140374600,14133,J.DE INF. UNION PANAMERICANA
23951,140380300,14168,PEDRO GOYENA
23952,140383500,14028,LEOPOLDO LUGONES
23953,140389900,14182,INST. SUP. DEL PROFESORADO DE PASCANAS
23954,140410300,14021,I.P.E.T. y M. Nº 73 MARGARITA WEILD DE PAZ
23955,140412400,14119,ESCUELA MANUEL BELGRANO
23956,140414100,14105,JOSE MANUEL ESTRADA
23957,140467400,14182,CEDER PASCANAS
23958,140475700,14098,I.P.E.T. N° 314. LIBERTADOR GENERAL DON JOSE DE SAN MARTIN
23959,140487100,14014,J.DE INF. DEL INMACULADO CZÓN DE MARÍA-ADORATRICES
23960,140539200,14014,JARDIN MUNICIPAL ARROZ con LECHE
23961,140544103,14014,INSTITUTO TECNICO SUPERIOR CORDOBA - ANEXO EXTENSION AULICA B° GENERAL PAZ
23962,140562700,14014,ESCUELA ALAN TURING
23963,140570200,14147,ESCUELA EXPERIMENTAL CON ENFASIS EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION
23964,180027300,18147,ESCUELA Nº 952
23965,180047100,18021,ESCUELA Nº 605 EJERCITO ARGENTINO
23966,180100400,18105,ESCUELA PARROQUIAL JUANA F.D.DE MADARIAGA IP.18 - IS.59
23967,180109100,18007,ESCUELA Nº 814
23968,180161903,18147,J.I.N. Nº 46 - ESCUELA Nº 675
23969,180177100,18175,INSTITUTO SUPERIOR DE FORMACION DOCENTE SAUCE
23970,180191500,18112,COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS EN MOCORETA
23971,220014500,22140,E.E.P. Nº 897 - CORONEL FEDERICO DE BRANDSEN
23972,220015500,22063,E.E.E. Nº  14
23973,220037900,22021,E.E.P. Nº 267 - JOSE MANUEL ESTRADA
23974,220043801,22043,E.E.P. Nº 588 - MARIA DE LOS REMEDIOS ESCALADA
23975,220045300,22154,JARDIN DE INFANTES Nº 105 - GUIDO A. MIRANDA
23976,220106700,22147,E.E.P. Nº 452 - 1º DE JUNIO
23977,220130202,22140,E.E.S. Nº 175 - DR.CARLOS A.BARBERAN (CEP Nº 61) ANEXO BLA
23978,220133500,22084,E.E.P. Nº 363 - MAESTRO RAFAEL LENCINAS
23979,220162500,22112,BIBLIOTECA PUBLICA POPULAR Nº 46 CERVANTES
23980,220194800,22028,BIBLIOTECA ESCOLAR Nº 256 SERAFIN F. RICCI
23981,260019400,26007,AVIADORES DE MALVINAS
23982,260063601,26014,I.S.F.D. Nº 813- CHOLILA
23983,260084400,26077,BIBLIOTECA PEDAGÓGICA N°02
23984,300015400,30015,BENITO JUAREZ 32
23985,300042300,30098,BELISARIO ROLDAN 49
23986,300084600,30008,FRAY MAMERTO ESQUIU 81
23987,300093400,30077,DIPUTADO CARLOS QUINODOZ 24
23988,300109600,30015,PRIV. NUESTRA SEÑORA DE LOURDES 27
23989,300165200,30056,CAMILA N. DE CAPDEVILA 84
23990,300171400,30070,ALFREDO CARLOS VILLALBA 69
23991,300220400,30084,UNIDAD EDUCATIVA CONSEJITO 6
23992,300302000,30015,TERESA DE CALCUTA 76
23993,300307100,30088,ESCUELA SECUNDARIA BICENTENARIO DE LA PATRIA 4
23994,300309500,30084,UNIDAD EDUCATIVA DE NIVEL INICIAL MOJARRITAS 34
23995,300311316,30035,CENTRO FORMACION PROFESIONAL 114
23996,300318300,30084,PRIV. SANTA TERESA DE LOS ANDES 220
23997,300334000,30084,CENTRO MUNICIPAL DE EDUCACION FISICA 13
23998,300334500,30008,ESC. DE EDUCACION TECNICA JUAN FRANCISCO ANTONIO FORCLAZ 6
23999,340050500,34049,EPEP Nº267 EJERCITO DE LOS ANDES
24000,340059200,34014,EPEP Nº373 PADRE LUIS TIBERI
24001,340062800,34035,EPEP Nº161
24002,340069500,34049,NEP Y FP Nº 24 MARTIN MIGUEL DE GUEMES
24003,340080900,34036,ESC. ESPECIAL Nº 10 UN LUGAR PARA CRECER
24004,340085504,34014,NEP Y FP Nº 30 - CENTRO COM.VIRGEN DE LA ESPERANZA
24005,340092300,34014,EPES Nº 77
24006,340093400,34014,EPET Nº 7 VICENTE ARCADIO SALEMI
24007,340103000,34049,ESCUELA SECUNDARIA RURAL - LOS SANTAFESINOS
24008,380053300,38094,ESCUELA NORMAL SUPERIOR DR EDUARDO CASANOVA
24009,380060500,38035,CENTRO DE EDUCACIÓN AGRÍCOLA N 3
24010,380077400,38014,ESCUELA PRIMARIA N 453 ARA SAN JUAN
24011,420028800,42021,Jardín Maternal y de Infantes Garabato
24012,420078700,42112,Centro de Apoyo Escolar
24013,420098206,42154,J.I.N. Nº 25 en Escuela Nº 45
24014,460043100,46084,ESC.N°111
24015,460043900,46084,ESC.N°385
24016,460069814,46014,C.A.P. N°01
24017,500180401,50098,INST. DE DOC. INV. Y CAP. LAB. DE LA SANIDAD ARGENTINA
24018,500192600,50028,ESCUELA Nº 3-485 (C.E.N.S.)
24019,500194100,50063,LUCECITAS
24020,500195802,50021,ESCUELA Nº 3-474
24021,500223400,50021,INSTITUTO PS-227 DEL CLUB DEPORTIVO GODOY CRUZ ANTONIO TOMBA
24022,500225700,50070,CENTRO DE FORMACION RURAL LAS RETAMAS
24023,500235600,50021,EDUCARE- FUNDACION ESCUELA INTELIGENTE
24024,500291600,50063,CAMINITO DE COLORES
24025,540018900,54021,ESC. Nº 621 BARTOLOME MITRE
24026,540088400,54084,E.P.E.T. Nº 15: CELULOSA ARGENTINA
24027,540159100,54098,C.E.P. Nº 50
24028,540167200,54091,NENI Nº 2030 (Sede ESC. Nº 636)
24029,540171805,54084,NENI Nº 2033 (Ext. ESC. Nº 607)
24030,540179000,54056,E.P.E.T. Nº 39
24031,540184012,54119,U.G.L. Nº 06 (Ext. Esc. Nº 830)
24032,540205003,54056,NENI Nº 2119 (Ext. ESC. Nº 516)
24033,540205100,54049,NENI Nº 2121 (Sede ESC. Nº 436)
24034,580011100,58035,ESCUELA PRIMARIA 4 CRIO JOSÉ BELINDO LÓPEZ
24035,580053100,58112,ESCUELA PRIMARIA 288 HÉROES DE MALVINAS
24036,580082600,58042,CENTRO DE FORMACIÓN PROFESIONAL 27
24037,580089601,58070,CENTRO DE FORMACIÓN PROFESIONAL 24 ANEXO VILLA TRAFUL
24038,580090200,58084,CENTRO PROVINCIAL DE ENSEÑANZA MEDIA  73
24039,580103500,58035,ESCUELA PROVINCIAL DE ENSEÑANZA TÉCNICA 17 RODOLFO ALEJANDRO TORRISI
24040,580109200,58049,JARDÍN DE INFANTES 54
24041,620007900,62042,ESCUELA PRIMARIA NRO.155 ANDRES BUSTELO
24042,620039400,62021,ESCUELA PRIMARIA NRO.187 CARLOS MARIA BIEDMA
24043,620043700,62042,ESCUELA PRIMARIA NRO.300
24044,620065500,62007,ESCUELA PRIMARIA NRO.347 CANDIDO CAMPANO
24045,620097700,62021,ESCUELA PRIMARIA NRO.367
24046,660012800,66063,ESCUELA Nª 4378 La Bodeguita
24047,660041900,66028,ALMIRANTE CRISTOBAL COLON EX N° 1008
24048,660132000,66126,HUGO ALBERTO LUNA Nº 4763
24049,660167900,66105,Colegio Secundario N° 5239 -Ex aula anexa del Colegio N°5193
24050,740000700,74063,ESC. N° 286 JUAN BAUTISTA ALBERDI
24051,740027801,74014,ESC. N°128 LORENZO GUERRERO
24052,740033300,74056,INST.SANTO TOMAS DE AQUINO
24053,780031300,78014,ESCUELA PRIMARIA PROVINCIAL Nº 88
24054,780037400,78014,JARDÍN DE INFANTES Nº 68
24055,820037000,82021,ESCUELA NRO 626 DOCTOR NICOLAS AVELLANEDA
24056,820054000,82007,JARDIN DE INFANTES NUCLEADO NRO 200 ESPIGUITAS DORADAS
24057,820086300,82133,E.E.S. ORIENTADA PART. INC. NRO 8116 NUESTRA SEÑORA DE GUADALUPE
24058,820108800,82028,ESCUELA NRO 6059 LOS ANDES
24059,820151500,82049,ESCUELA PART. INC. NRO 1128 NUESTRA SEÑORA DE GUADALUPE
24060,820199100,82063,I.S.P.I. NRO 9100 PRESBÍTERO ALCIDES FRENCIA
24061,820221400,82091,E.E.M.P.A. NRO 1093 JOSE PEDRONI
24062,820234200,82049,ESCUELA SUPERIOR DE COMERCIO NRO 43
24063,820259800,82084,ESCUELA PART. INC. NRO 1309 FUENTE DE VIDA
24064,820283900,82105,ESCUELA PART. INC. NRO 1157 NUESTRA SEÑORA DEL CALVARIO
24065,820323300,82070,ESCUELA NRO 323 DOMINGO FAUSTINO SARMIENTO
24066,820346701,82063,GRADO RADIAL I - ESCUELA NOCTURNA NRO 32
24067,820353700,82070,TALLER DE EDUCACION MANUAL NRO 89 GENERAL BARTOLOME MITRE
24068,820390700,82042,E.E.S. ORIENTADA PART. INC. NRO 3095 CULTURA INGLESA
24069,820393604,82084,CENTRO DE ALFABETIZACION NRO 155
24070,820425200,82056,JARDIN DE INFANTES NUCLEADO NRO 282 NUCLEADO CAMINITO DE LA POSTA
24071,820425900,82084,JARDIN DE INFANTES NRO 283 EL JACARANDÁ
24072,820445303,82063,AULA RADIAL III - JARDIN DE INFANTES PART. INC. NRO 1491 NUESTRA SEÑORA DE LOS SIN TECHO
24073,820462500,82084,ESCUELA SUPERIOR DE MUSEOLOGIA DE ROSARIO NRO 1
24074,860007100,86035,CENTRO DE EDUCACION BASICA DE ADULTOS N.038
24075,860103300,86077,ESCUELA Nº 485 JUAN G. AMARILLA
24076,860122800,86049,Escuela de Educación Básica para Adultos N° 9 MARIA REINA INMACULADA DEL UNIVERSO
24077,860152101,86070,ANEXO ESCUELA Nº 52 REPUBLICA DE SANTO DOMINGO
24078,860156600,86049,JARDIN DE INFANTES Nº1 FEDERICO FROEBEL
24079,860181200,86161,MISION MONOTECNICA Y DE EXTENSION CULTURAL N. 4
24080,900007700,90070,C.E.J.A. ACHERAL
24081,900022400,90014,C.E.J.A. LÍDORO QUINTEROS
24082,900042200,90084,COL. MARIA DEL ROSARIO
24083,900048200,90070,ESC. N° 380
24084,900059900,90084,INST. KINDER/COL. DEL SOL
24085,900063200,90112,ESC. N° 8 BARTOLOME MITRE
24086,900073400,90084,ESC. ALFREDO COSSON
24087,900088300,90070,INST. DE ENSEÑANZA SUPERIOR MONTEROS
24088,900160000,90014,ESC. de FORMACIÓN PROFESIONAL NIÑAS DE AYOHUMA
24089,900192200,90014,C.E.J.A. NIÑAS DE AYOHUMA
24090,900193529,90084,C.E.F.P. N° 2-16
24091,900231200,90042,INST. PRIVADO JOVEN ARGENTINO
24092,60012800,6410,JARDÍN DE INFANTES NUESTRA SRA.DE FATIMA
24093,60018400,6371,INSTITUTO NUESTRA SEÑORA DEL LIBANO
24094,60029000,6700,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 GABRIELA MISTRAL
24095,60029700,6203,JARDÍN DE INFANTES Nº901 RICARDO GUTIERREZ
24096,60184200,6763,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 JUAN BAUTISTA ALBERDI
24097,60184400,6763,ESCUELA DE EDUCACIÓN PRIMARIA Nº41 JOSÉ HERNANDEZ
24098,60195300,6056,JARDÍN DE INFANTES Nº927 ELISEO CASANOVA
24099,60213600,6308,JARDÍN DE INFANTES Nº901 WALT DISNEY
24100,60214800,6308,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 CORONEL FELIX BOGADO
24101,60290600,6441,ESCUELA CORAZON EUCARISTICO DE JESUS
24102,60356900,6189,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 NARCISO LAPRIDA
24103,60363900,6826,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 JUAN JOSÉ PASO
24104,60368100,6448,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 JOSÉ MANUEL ESTRADA
24105,60378800,6427,INSTITUTO CENTRO SAN JOSE
24106,60411500,6638,ESCUELA 11 DE SEPTIEMBRE
24107,60425000,6568,ESCUELA CENTRO CULTURAL HAEDO
24108,60438100,6274,JARDÍN DE INFANTES Nº909 MANUELA PEDRAZA
24109,60480500,6147,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 MARTÍN FIERRO
24110,60508900,6648,ESCUELA DE ADULTOS Nº702
24111,60526100,6686,CENTRO DE ADULTOS Nº701 JOAQUIN V. GONZALEZ
24112,60541100,6434,INSTITUTO NORTE
24113,60541900,6434,ESCUELA DE EDUCACIÓN PRIMARIA Nº25 GUILLERMO F. GAEBELER
24114,60542900,6420,JARDÍN DE INFANTES Nº904 MAR ARGENTINO
24115,60603800,6218,ESCUELA DE EDUCACIÓN PRIMARIA Nº45 JOSÉ MANUEL ESTRADA
24116,60650400,6638,INSTITUTO ALMAFUERTE
24117,60707600,6427,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE SANTO DOMINGO
24118,60787602,6760,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº4
24119,60805700,6623,ESCUELA DE LA FAMILIA AGRÍCOLA DR. ERNESTO NAZAR
24120,60833200,6749,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 VIRGEN DE LUJAN
24121,60857400,6084,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 DR.BENITO JUAREZ
24122,60869601,6427,CENTRO DE ADULTOS Nº751/05
24123,60871200,6260,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 JOAQUIN V. GONZALEZ
24124,60909800,6357,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 DON CESAR GASCON
24125,60923300,6441,JARDÍN DE INFANTES Nº904 PAULA M. ALBARRACIN DE SARMIENTO
24126,60940200,6532,JARDÍN DE INFANTES Nº912
24127,60946100,6560,ESCUELA DE EDUCACIÓN PRIMARIA Nº49 NICOLAS AVELLANEDA
24128,60956100,6175,INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TÉCNICA Nº124
24129,60958900,6532,ESCUELA DE EDUCACIÓN PRIMARIA Nº35 ALMIRANTE GUILLERMO BROWN
